Time,CORE_ZN ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4 ZN:MEMPHIS INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN:MEMPHIS INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,1.054378E+03,2.677850E+03,3.579079E-02,2.361381E-01,3.065645E+03,2.293996E+03,1.040568E-01,2.023001E-01,1.899303E+03,1.402653E+03,6.446746E-02,1.236959E-01,2.879405E+03,2.284026E+03,9.773528E-02,2.014208E-01,1.899303E+03,1.501502E+03,6.446746E-02,1.324125E-01
00:20:00,1.054380E+03,2.670846E+03,3.579087E-02,2.355205E-01,3.065653E+03,2.279253E+03,1.040571E-01,2.010000E-01,1.899309E+03,1.392747E+03,6.446764E-02,1.228223E-01,2.879413E+03,2.268699E+03,9.773556E-02,2.000692E-01,1.899309E+03,1.487040E+03,6.446764E-02,1.311372E-01
00:30:00,1.054382E+03,2.664089E+03,3.579094E-02,2.349247E-01,3.065661E+03,2.264962E+03,1.040573E-01,1.997398E-01,1.899314E+03,1.383146E+03,6.446780E-02,1.219757E-01,2.879421E+03,2.253895E+03,9.773583E-02,1.987638E-01,1.899314E+03,1.473214E+03,6.446780E-02,1.299181E-01
00:40:00,1.054384E+03,2.657562E+03,3.579102E-02,2.343492E-01,3.065668E+03,2.251098E+03,1.040576E-01,1.985172E-01,1.899318E+03,1.373836E+03,6.446796E-02,1.211547E-01,2.879428E+03,2.239586E+03,9.773608E-02,1.975020E-01,1.899318E+03,1.459978E+03,6.446796E-02,1.287509E-01
00:50:00,1.054386E+03,2.651245E+03,3.579109E-02,2.337922E-01,3.065674E+03,2.237641E+03,1.040578E-01,1.973305E-01,1.899323E+03,1.364802E+03,6.446811E-02,1.203580E-01,2.879435E+03,2.225744E+03,9.773631E-02,1.962813E-01,1.899323E+03,1.447289E+03,6.446811E-02,1.276319E-01
01:00:00,1.054388E+03,2.645124E+03,3.579115E-02,2.332524E-01,3.065681E+03,2.224570E+03,1.040580E-01,1.961779E-01,1.899327E+03,1.356031E+03,6.446825E-02,1.195846E-01,2.879442E+03,2.212345E+03,9.773653E-02,1.950998E-01,1.899327E+03,1.435108E+03,6.446825E-02,1.265578E-01
01:10:00,1.054390E+03,2.639185E+03,3.579122E-02,2.327287E-01,3.065687E+03,2.211951E+03,1.040582E-01,1.950651E-01,1.899331E+03,1.347559E+03,6.446838E-02,1.188375E-01,2.879448E+03,2.199437E+03,9.773674E-02,1.939615E-01,1.899331E+03,1.423451E+03,6.446838E-02,1.255298E-01
01:20:00,1.054392E+03,2.633415E+03,3.579128E-02,2.322200E-01,3.065692E+03,2.199770E+03,1.040584E-01,1.939910E-01,1.899334E+03,1.339376E+03,6.446850E-02,1.181159E-01,2.879454E+03,2.187001E+03,9.773693E-02,1.928649E-01,1.899334E+03,1.412286E+03,6.446850E-02,1.245453E-01
01:30:00,1.054394E+03,2.627808E+03,3.579133E-02,2.317255E-01,3.065698E+03,2.188017E+03,1.040586E-01,1.929545E-01,1.899338E+03,1.331476E+03,6.446862E-02,1.174192E-01,2.879459E+03,2.175022E+03,9.773712E-02,1.918086E-01,1.899338E+03,1.401591E+03,6.446862E-02,1.236022E-01
01:40:00,1.054395E+03,2.622355E+03,3.579139E-02,2.312447E-01,3.065703E+03,2.176685E+03,1.040588E-01,1.919553E-01,1.899341E+03,1.323852E+03,6.446874E-02,1.167469E-01,2.879464E+03,2.163490E+03,9.773729E-02,1.907917E-01,1.899341E+03,1.391345E+03,6.446874E-02,1.226986E-01
01:50:00,1.054397E+03,2.617051E+03,3.579144E-02,2.307770E-01,3.065708E+03,2.165767E+03,1.040589E-01,1.909925E-01,1.899344E+03,1.316499E+03,6.446884E-02,1.160986E-01,2.879469E+03,2.152394E+03,9.773746E-02,1.898132E-01,1.899344E+03,1.381529E+03,6.446884E-02,1.218330E-01
02:00:00,1.054398E+03,2.611889E+03,3.579149E-02,2.303219E-01,3.065712E+03,2.155258E+03,1.040591E-01,1.900658E-01,1.899347E+03,1.309415E+03,6.446895E-02,1.154738E-01,2.879474E+03,2.141724E+03,9.773762E-02,1.888723E-01,1.899347E+03,1.372126E+03,6.446895E-02,1.210038E-01
02:10:00,1.054400E+03,2.606867E+03,3.579154E-02,2.298790E-01,3.065717E+03,2.145070E+03,1.040592E-01,1.891674E-01,1.899350E+03,1.302546E+03,6.446905E-02,1.148681E-01,2.879479E+03,2.131400E+03,9.773777E-02,1.879619E-01,1.899350E+03,1.363073E+03,6.446905E-02,1.202055E-01
02:20:00,1.054401E+03,2.601979E+03,3.579158E-02,2.294480E-01,3.065721E+03,2.135198E+03,1.040594E-01,1.882969E-01,1.899353E+03,1.295889E+03,6.446914E-02,1.142811E-01,2.879483E+03,2.121416E+03,9.773792E-02,1.870815E-01,1.899353E+03,1.354356E+03,6.446914E-02,1.194369E-01
02:30:00,1.054402E+03,2.597221E+03,3.579163E-02,2.290285E-01,3.065725E+03,2.125635E+03,1.040595E-01,1.874536E-01,1.899356E+03,1.289441E+03,6.446923E-02,1.137125E-01,2.879487E+03,2.111762E+03,9.773806E-02,1.862301E-01,1.899356E+03,1.345962E+03,6.446923E-02,1.186967E-01
02:40:00,1.054404E+03,2.592588E+03,3.579167E-02,2.286200E-01,3.065729E+03,2.116375E+03,1.040596E-01,1.866370E-01,1.899358E+03,1.283196E+03,6.446932E-02,1.131618E-01,2.879491E+03,2.102429E+03,9.773820E-02,1.854071E-01,1.899358E+03,1.337878E+03,6.446932E-02,1.179838E-01
02:50:00,1.054405E+03,2.588077E+03,3.579171E-02,2.282221E-01,3.065733E+03,2.107412E+03,1.040598E-01,1.858467E-01,1.899361E+03,1.277150E+03,6.446941E-02,1.126286E-01,2.879495E+03,2.093409E+03,9.773833E-02,1.846117E-01,1.899361E+03,1.330092E+03,6.446941E-02,1.172972E-01
03:00:00,1.054406E+03,2.583683E+03,3.579175E-02,2.278347E-01,3.065736E+03,2.098741E+03,1.040599E-01,1.850820E-01,1.899363E+03,1.271298E+03,6.446949E-02,1.121126E-01,2.879499E+03,2.084694E+03,9.773845E-02,1.838432E-01,1.899363E+03,1.322592E+03,6.446949E-02,1.166358E-01
03:10:00,1.054407E+03,2.579404E+03,3.579179E-02,2.274574E-01,3.065740E+03,2.090274E+03,1.040600E-01,1.843354E-01,1.899366E+03,1.265591E+03,6.446957E-02,1.116094E-01,2.879502E+03,2.076208E+03,9.773857E-02,1.830949E-01,1.899366E+03,1.315322E+03,6.446957E-02,1.159947E-01
03:20:00,1.054408E+03,2.575235E+03,3.579183E-02,2.270898E-01,3.065743E+03,2.082004E+03,1.040601E-01,1.836061E-01,1.899368E+03,1.260024E+03,6.446965E-02,1.111184E-01,2.879506E+03,2.067941E+03,9.773869E-02,1.823660E-01,1.899368E+03,1.308269E+03,6.446965E-02,1.153728E-01
03:30:00,1.054409E+03,2.571171E+03,3.579187E-02,2.267314E-01,3.065747E+03,2.073924E+03,1.040602E-01,1.828935E-01,1.899370E+03,1.254592E+03,6.446972E-02,1.106394E-01,2.879509E+03,2.059886E+03,9.773880E-02,1.816556E-01,1.899370E+03,1.301424E+03,6.446972E-02,1.147692E-01
03:40:00,1.054410E+03,2.567209E+03,3.579190E-02,2.263820E-01,3.065750E+03,2.066023E+03,1.040604E-01,1.821968E-01,1.899372E+03,1.249287E+03,6.446979E-02,1.101716E-01,2.879512E+03,2.052031E+03,9.773891E-02,1.809629E-01,1.899372E+03,1.294775E+03,6.446979E-02,1.141828E-01
03:50:00,1.054411E+03,2.563343E+03,3.579194E-02,2.260411E-01,3.065753E+03,2.058294E+03,1.040605E-01,1.815152E-01,1.899374E+03,1.244105E+03,6.446986E-02,1.097146E-01,2.879515E+03,2.044366E+03,9.773902E-02,1.802870E-01,1.899374E+03,1.288311E+03,6.446986E-02,1.136128E-01
04:00:00,1.054412E+03,2.559568E+03,3.579197E-02,2.257083E-01,3.065756E+03,2.050727E+03,1.040606E-01,1.808480E-01,1.899376E+03,1.239040E+03,6.446993E-02,1.092679E-01,2.879518E+03,2.036883E+03,9.773912E-02,1.796271E-01,1.899376E+03,1.282023E+03,6.446993E-02,1.130584E-01
04:10:00,1.054413E+03,2.555881E+03,3.579200E-02,2.253832E-01,3.065759E+03,2.043396E+03,1.040607E-01,1.802015E-01,1.899378E+03,1.234131E+03,6.446999E-02,1.088351E-01,2.879521E+03,2.029639E+03,9.773922E-02,1.789884E-01,1.899378E+03,1.275950E+03,6.446999E-02,1.125228E-01
04:20:00,1.054414E+03,2.552278E+03,3.579204E-02,2.250655E-01,3.065762E+03,2.036285E+03,1.040608E-01,1.795744E-01,1.899380E+03,1.229374E+03,6.447006E-02,1.084156E-01,2.879524E+03,2.022627E+03,9.773931E-02,1.783700E-01,1.899380E+03,1.270078E+03,6.447006E-02,1.120049E-01
04:30:00,1.054415E+03,2.548756E+03,3.579207E-02,2.247549E-01,3.065765E+03,2.029394E+03,1.040608E-01,1.789667E-01,1.899382E+03,1.224766E+03,6.447012E-02,1.080092E-01,2.879527E+03,2.015841E+03,9.773941E-02,1.777716E-01,1.899382E+03,1.264401E+03,6.447012E-02,1.115044E-01
04:40:00,1.054416E+03,2.545315E+03,3.579210E-02,2.244515E-01,3.065767E+03,2.022722E+03,1.040609E-01,1.783784E-01,1.899384E+03,1.220305E+03,6.447018E-02,1.076159E-01,2.879530E+03,2.009279E+03,9.773950E-02,1.771930E-01,1.899384E+03,1.258918E+03,6.447018E-02,1.110209E-01
04:50:00,1.054417E+03,2.541953E+03,3.579213E-02,2.241551E-01,3.065770E+03,2.016268E+03,1.040610E-01,1.778093E-01,1.899385E+03,1.215990E+03,6.447024E-02,1.072353E-01,2.879532E+03,2.002935E+03,9.773959E-02,1.766336E-01,1.899385E+03,1.253622E+03,6.447024E-02,1.105539E-01
05:00:00,1.054418E+03,2.538668E+03,3.579215E-02,2.238654E-01,3.065772E+03,2.010029E+03,1.040611E-01,1.772592E-01,1.899387E+03,1.211816E+03,6.447029E-02,1.068673E-01,2.879535E+03,1.996807E+03,9.773967E-02,1.760931E-01,1.899387E+03,1.248510E+03,6.447029E-02,1.101031E-01
05:10:00,1.054419E+03,2.535460E+03,3.579218E-02,2.235825E-01,3.065775E+03,2.004235E+03,1.040612E-01,1.767482E-01,1.899389E+03,1.207922E+03,6.447035E-02,1.065238E-01,2.879537E+03,1.991096E+03,9.773975E-02,1.755895E-01,1.899389E+03,1.243712E+03,6.447035E-02,1.096800E-01
