Time,CORE_ZN:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:HONOLULU INTL ARPT ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:HONOLULU INTL ARPT ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,1.673892E+02,2.699230E+03,8.689966E-03,2.385003E-01,5.556330E+02,2.186601E+03,2.884595E-02,1.932191E-01,3.401128E+02,1.342987E+03,1.765714E-02,1.186736E-01,5.344189E+02,2.192557E+03,2.774461E-02,1.937453E-01,3.372050E+02,1.449217E+03,1.750618E-02,1.280601E-01
00:20:00,1.673887E+02,2.693560E+03,8.689943E-03,2.379993E-01,5.556295E+02,2.174193E+03,2.884577E-02,1.921226E-01,3.401106E+02,1.334815E+03,1.765703E-02,1.179516E-01,5.344155E+02,2.180152E+03,2.774443E-02,1.926492E-01,3.372028E+02,1.435846E+03,1.750607E-02,1.268787E-01
00:30:00,1.673883E+02,2.688069E+03,8.689919E-03,2.375141E-01,5.556262E+02,2.162141E+03,2.884560E-02,1.910578E-01,3.401084E+02,1.326877E+03,1.765692E-02,1.172502E-01,5.344122E+02,2.168128E+03,2.774426E-02,1.915868E-01,3.372006E+02,1.423046E+03,1.750596E-02,1.257477E-01
00:40:00,1.673878E+02,2.682746E+03,8.689896E-03,2.370438E-01,5.556230E+02,2.150432E+03,2.884544E-02,1.900231E-01,3.401064E+02,1.319162E+03,1.765681E-02,1.165685E-01,5.344090E+02,2.156466E+03,2.774410E-02,1.905563E-01,3.371986E+02,1.410777E+03,1.750586E-02,1.246635E-01
00:50:00,1.673874E+02,2.677577E+03,8.689873E-03,2.365871E-01,5.556199E+02,2.139050E+03,2.884528E-02,1.890174E-01,3.401044E+02,1.311661E+03,1.765671E-02,1.159056E-01,5.344059E+02,2.145148E+03,2.774394E-02,1.895562E-01,3.371966E+02,1.399002E+03,1.750575E-02,1.236231E-01
01:00:00,1.673870E+02,2.672553E+03,8.689851E-03,2.361432E-01,5.556170E+02,2.127981E+03,2.884513E-02,1.880393E-01,3.401025E+02,1.304364E+03,1.765662E-02,1.152608E-01,5.344030E+02,2.134159E+03,2.774379E-02,1.885852E-01,3.371947E+02,1.387689E+03,1.750566E-02,1.226235E-01
01:10:00,1.673867E+02,2.667663E+03,8.689836E-03,2.357112E-01,5.556142E+02,2.117290E+03,2.884499E-02,1.870946E-01,3.401007E+02,1.297312E+03,1.765653E-02,1.146377E-01,5.344002E+02,2.123560E+03,2.774365E-02,1.876487E-01,3.371930E+02,1.376855E+03,1.750557E-02,1.216662E-01
01:20:00,1.673864E+02,2.662901E+03,8.689822E-03,2.352904E-01,5.556115E+02,2.106968E+03,2.884485E-02,1.861826E-01,3.400990E+02,1.290499E+03,1.765644E-02,1.140357E-01,5.343975E+02,2.113343E+03,2.774351E-02,1.867459E-01,3.371912E+02,1.366477E+03,1.750548E-02,1.207492E-01
01:30:00,1.673861E+02,2.658261E+03,8.689809E-03,2.348805E-01,5.556089E+02,2.097009E+03,2.884472E-02,1.853026E-01,3.400974E+02,1.283921E+03,1.765635E-02,1.134545E-01,5.343949E+02,2.103500E+03,2.774338E-02,1.858762E-01,3.371896E+02,1.356534E+03,1.750539E-02,1.198706E-01
01:40:00,1.673859E+02,2.653738E+03,8.689795E-03,2.344808E-01,5.556064E+02,2.087407E+03,2.884459E-02,1.844541E-01,3.400958E+02,1.277574E+03,1.765627E-02,1.128936E-01,5.343924E+02,2.094023E+03,2.774325E-02,1.850387E-01,3.371880E+02,1.347007E+03,1.750531E-02,1.190288E-01
01:50:00,1.673856E+02,2.649328E+03,8.689782E-03,2.340911E-01,5.556040E+02,2.078157E+03,2.884447E-02,1.836368E-01,3.400943E+02,1.271456E+03,1.765620E-02,1.123530E-01,5.343900E+02,2.084907E+03,2.774313E-02,1.842332E-01,3.371865E+02,1.337879E+03,1.750524E-02,1.182222E-01
02:00:00,1.673854E+02,2.645027E+03,8.689769E-03,2.337112E-01,5.556018E+02,2.069257E+03,2.884436E-02,1.828504E-01,3.400928E+02,1.265564E+03,1.765612E-02,1.118324E-01,5.343877E+02,2.076147E+03,2.774301E-02,1.834592E-01,3.371850E+02,1.329137E+03,1.750516E-02,1.174497E-01
02:10:00,1.673851E+02,2.640835E+03,8.689756E-03,2.333408E-01,5.555996E+02,2.060625E+03,2.884424E-02,1.820876E-01,3.400914E+02,1.259848E+03,1.765605E-02,1.113273E-01,5.343855E+02,2.067662E+03,2.774290E-02,1.827095E-01,3.371836E+02,1.320719E+03,1.750509E-02,1.167059E-01
02:20:00,1.673849E+02,2.636748E+03,8.689744E-03,2.329796E-01,5.555975E+02,2.052256E+03,2.884414E-02,1.813482E-01,3.400901E+02,1.254305E+03,1.765598E-02,1.108375E-01,5.343834E+02,2.059446E+03,2.774279E-02,1.819835E-01,3.371823E+02,1.312612E+03,1.750502E-02,1.159896E-01
02:30:00,1.673847E+02,2.632763E+03,8.689732E-03,2.326275E-01,5.555955E+02,2.044147E+03,2.884403E-02,1.806317E-01,3.400888E+02,1.248932E+03,1.765592E-02,1.103628E-01,5.343814E+02,2.051494E+03,2.774269E-02,1.812808E-01,3.371810E+02,1.304806E+03,1.750496E-02,1.152999E-01
02:40:00,1.673844E+02,2.628878E+03,8.689720E-03,2.322843E-01,5.555935E+02,2.036294E+03,2.884394E-02,1.799377E-01,3.400876E+02,1.243728E+03,1.765586E-02,1.099029E-01,5.343795E+02,2.043801E+03,2.774259E-02,1.806011E-01,3.371798E+02,1.297288E+03,1.750490E-02,1.146355E-01
02:50:00,1.673842E+02,2.625090E+03,8.689708E-03,2.319496E-01,5.555917E+02,2.028691E+03,2.884384E-02,1.792659E-01,3.400864E+02,1.238688E+03,1.765580E-02,1.094576E-01,5.343776E+02,2.036362E+03,2.774250E-02,1.799438E-01,3.371786E+02,1.290048E+03,1.750484E-02,1.139958E-01
03:00:00,1.673840E+02,2.621397E+03,8.689697E-03,2.316233E-01,5.555899E+02,2.021335E+03,2.884375E-02,1.786160E-01,3.400853E+02,1.233811E+03,1.765574E-02,1.090267E-01,5.343758E+02,2.029172E+03,2.774240E-02,1.793085E-01,3.371775E+02,1.283075E+03,1.750478E-02,1.133797E-01
03:10:00,1.673838E+02,2.617796E+03,8.689686E-03,2.313052E-01,5.555882E+02,2.014146E+03,2.884366E-02,1.779808E-01,3.400842E+02,1.229047E+03,1.765568E-02,1.086057E-01,5.343741E+02,2.022151E+03,2.774231E-02,1.786881E-01,3.371764E+02,1.276315E+03,1.750472E-02,1.127823E-01
03:20:00,1.673836E+02,2.614285E+03,8.689675E-03,2.309950E-01,5.555866E+02,2.007118E+03,2.884358E-02,1.773598E-01,3.400832E+02,1.224390E+03,1.765563E-02,1.081942E-01,5.343724E+02,2.015291E+03,2.774223E-02,1.780820E-01,3.371754E+02,1.269756E+03,1.750467E-02,1.122028E-01
03:30:00,1.673834E+02,2.610862E+03,8.689664E-03,2.306925E-01,5.555850E+02,2.000247E+03,2.884350E-02,1.767526E-01,3.400822E+02,1.219839E+03,1.765558E-02,1.077921E-01,5.343708E+02,2.008588E+03,2.774215E-02,1.774896E-01,3.371744E+02,1.263390E+03,1.750462E-02,1.116403E-01
03:40:00,1.673832E+02,2.607522E+03,8.689654E-03,2.303974E-01,5.555835E+02,1.993525E+03,2.884342E-02,1.761587E-01,3.400813E+02,1.215388E+03,1.765553E-02,1.073988E-01,5.343693E+02,2.002032E+03,2.774207E-02,1.769104E-01,3.371734E+02,1.257208E+03,1.750457E-02,1.110941E-01
03:50:00,1.673830E+02,2.604261E+03,8.689644E-03,2.301093E-01,5.555820E+02,1.986945E+03,2.884335E-02,1.755773E-01,3.400804E+02,1.211032E+03,1.765548E-02,1.070139E-01,5.343678E+02,1.995618E+03,2.774199E-02,1.763437E-01,3.371725E+02,1.251200E+03,1.750452E-02,1.105632E-01
04:00:00,1.673828E+02,2.601076E+03,8.689634E-03,2.298279E-01,5.555806E+02,1.980502E+03,2.884327E-02,1.750079E-01,3.400795E+02,1.206769E+03,1.765544E-02,1.066372E-01,5.343664E+02,1.989338E+03,2.774192E-02,1.757887E-01,3.371716E+02,1.245357E+03,1.750448E-02,1.100468E-01
04:10:00,1.673826E+02,2.597964E+03,8.689624E-03,2.295529E-01,5.555793E+02,1.974254E+03,2.884321E-02,1.744559E-01,3.400786E+02,1.202640E+03,1.765540E-02,1.062723E-01,5.343650E+02,1.983261E+03,2.774185E-02,1.752518E-01,3.371708E+02,1.239712E+03,1.750443E-02,1.095481E-01
04:20:00,1.673824E+02,2.594922E+03,8.689615E-03,2.292841E-01,5.555780E+02,1.968199E+03,2.884314E-02,1.739208E-01,3.400778E+02,1.198639E+03,1.765536E-02,1.059188E-01,5.343637E+02,1.977378E+03,2.774178E-02,1.747319E-01,3.371700E+02,1.234259E+03,1.750439E-02,1.090662E-01
04:30:00,1.673822E+02,2.591945E+03,8.689605E-03,2.290211E-01,5.555768E+02,1.962333E+03,2.884308E-02,1.734025E-01,3.400771E+02,1.194764E+03,1.765532E-02,1.055764E-01,5.343624E+02,1.971684E+03,2.774172E-02,1.742288E-01,3.371692E+02,1.228991E+03,1.750435E-02,1.086007E-01
04:40:00,1.673821E+02,2.589033E+03,8.689596E-03,2.287638E-01,5.555756E+02,1.956657E+03,2.884302E-02,1.729010E-01,3.400763E+02,1.191013E+03,1.765528E-02,1.052450E-01,5.343612E+02,1.966178E+03,2.774166E-02,1.737423E-01,3.371685E+02,1.223904E+03,1.750431E-02,1.081513E-01
04:50:00,1.673819E+02,2.586185E+03,8.689587E-03,2.285122E-01,5.555744E+02,1.951169E+03,2.884296E-02,1.724160E-01,3.400756E+02,1.187387E+03,1.765524E-02,1.049245E-01,5.343600E+02,1.960860E+03,2.774160E-02,1.732724E-01,3.371677E+02,1.218994E+03,1.750428E-02,1.077174E-01
05:00:00,1.673817E+02,2.583400E+03,8.689578E-03,2.282661E-01,5.555733E+02,1.945867E+03,2.884290E-02,1.719476E-01,3.400749E+02,1.183883E+03,1.765521E-02,1.046149E-01,5.343589E+02,1.955727E+03,2.774154E-02,1.728188E-01,3.371671E+02,1.214258E+03,1.750424E-02,1.072989E-01
05:10:00,1.673816E+02,2.580678E+03,8.689570E-03,2.280256E-01,5.555723E+02,1.940975E+03,2.884285E-02,1.715153E-01,3.400742E+02,1.180631E+03,1.765517E-02,1.043276E-01,5.343578E+02,1.950989E+03,2.774148E-02,1.724002E-01,3.371664E+02,1.209828E+03,1.750421E-02,1.069074E-01
05:20:00,1.673814E+02,2.578025E+03,8.689561E-03,2.277912E-01,5.555712E+02,1.936508E+03,2.884279E-02,1.711206E-01,3.400736E+02,1.177654E+03,1.765514E-02,1.040646E-01,5.343568E+02,1.946680E+03,2.774143E-02,1.720194E-01,3.371657E+02,1.205713E+03,1.750417E-02,1.065439E-01
05:30:00,1.673812E+02,2.575444E+03,8.689553E-03,2.275632E-01,5.555703E+02,1.932466E+03,2.884274E-02,1.707635E-01,3.400730E+02,1.174952E+03,1.765511E-02,1.038258E-01,5.343558E+02,1.942800E+03,2.774138E-02,1.716766E-01,3.371651E+02,1.201911E+03,1.750414E-02,1.062079E-01
05:40:00,1.673811E+02,2.572947E+03,8.689545E-03,2.273426E-01,5.555693E+02,1.928864E+03,2.884269E-02,1.704452E-01,3.400724E+02,1.172534E+03,1.765508E-02,1.036122E-01,5.343548E+02,1.939365E+03,2.774133E-02,1.713731E-01,3.371645E+02,1.198431E+03,1.750411E-02,1.059004E-01
05:50:00,1.673809E+02,2.570560E+03,8.689537E-03,2.271317E-01,5.555684E+02,1.925732E+03,2.884265E-02,1.701685E-01,3.400718E+02,1.170421E+03,1.765505E-02,1.034255E-01,5.343539E+02,1.936406E+03,2.774128E-02,1.711117E-01,3.371640E+02,1.195297E+03,1.750408E-02,1.056236E-01
06:00:00,1.673808E+02,2.568254E+03,8.689530E-03,2.269279E-01,5.555675E+02,1.923042E+03,2.884260E-02,1.699309E-01,3.400713E+02,1.168596E+03,1.765502E-02,1.032642E-01,5.343530E+02,1.933897E+03,2.774123E-02,1.708900E-01,3.371634E+02,1.192479E+03,1.750405E-02,1.053745E-01
06:10:00,1.673806E+02,2.566028E+03,8.689522E-03,2.267312E-01,5.555667E+02,1.920859E+03,2.884256E-02,1.697380E-01,3.400708E+02,1.167109E+03,1.765499E-02,1.031328E-01,5.343521E+02,1.931922E+03,2.774119E-02,1.707154E-01,3.371629E+02,1.190010E+03,1.750403E-02,1.051564E-01
06:20:00,1.673805E+02,2.563952E+03,8.689515E-03,2.265478E-01,5.555659E+02,1.921663E+03,2.884252E-02,1.698090E-01,3.400703E+02,1.184514E+03,1.765497E-02,1.046708E-01,5.343513E+02,1.937410E+03,2.774115E-02,1.712005E-01,3.371624E+02,1.189231E+03,1.750400E-02,1.050876E-01
06:30:00,1.673804E+02,2.562296E+03,8.689508E-03,2.264015E-01,5.555651E+02,1.925577E+03,2.884248E-02,1.701550E-01,3.400698E+02,1.232146E+03,1.765494E-02,1.088804E-01,5.343505E+02,1.952812E+03,2.774111E-02,1.725616E-01,3.371619E+02,1.190185E+03,1.750398E-02,1.051719E-01
06:40:00,1.673802E+02,2.561437E+03,8.689501E-03,2.263256E-01,5.555643E+02,1.933597E+03,2.884244E-02,1.708638E-01,3.400693E+02,1.308116E+03,1.765492E-02,1.155945E-01,5.343497E+02,1.977048E+03,2.774107E-02,1.747036E-01,3.371614E+02,1.193373E+03,1.750395E-02,1.054537E-01
06:50:00,1.673801E+02,2.561580E+03,8.689494E-03,2.263374E-01,5.555636E+02,1.945462E+03,2.884240E-02,1.719113E-01,3.400688E+02,1.407144E+03,1.765489E-02,1.243456E-01,5.343489E+02,2.007604E+03,2.774103E-02,1.774028E-01,3.371610E+02,1.198587E+03,1.750393E-02,1.059138E-01
07:00:00,1.673800E+02,2.563242E+03,8.689487E-03,2.264824E-01,5.555629E+02,1.961770E+03,2.884236E-02,1.733502E-01,3.400684E+02,1.526506E+03,1.765487E-02,1.348922E-01,5.343482E+02,2.040624E+03,2.774099E-02,1.803185E-01,3.371605E+02,1.206147E+03,1.750391E-02,1.065806E-01
07:10:00,1.673798E+02,2.566548E+03,8.689480E-03,2.267721E-01,5.518429E+02,1.975135E+03,2.864924E-02,1.745283E-01,3.375884E+02,1.661578E+03,1.752612E-02,1.468259E-01,5.306282E+02,2.070745E+03,2.754786E-02,1.829772E-01,3.346805E+02,1.212883E+03,1.737516E-02,1.071740E-01
07:20:00,1.673797E+02,2.571599E+03,8.689474E-03,2.272158E-01,5.481266E+02,1.990241E+03,2.845630E-02,1.758598E-01,3.351111E+02,1.797448E+03,1.739751E-02,1.588293E-01,5.269120E+02,2.095349E+03,2.735493E-02,1.851478E-01,3.322032E+02,1.220876E+03,1.724654E-02,1.078782E-01
07:30:00,1.673796E+02,2.578136E+03,8.689468E-03,2.277904E-01,5.444101E+02,2.007401E+03,2.826335E-02,1.773720E-01,3.326334E+02,1.921720E+03,1.726888E-02,1.698065E-01,5.231954E+02,2.111134E+03,2.716198E-02,1.865384E-01,3.297256E+02,1.230081E+03,1.711791E-02,1.086892E-01
07:40:00,1.673795E+02,2.585907E+03,8.689462E-03,2.284738E-01,5.406958E+02,2.026020E+03,2.807052E-02,1.790130E-01,3.301573E+02,2.035493E+03,1.714032E-02,1.798546E-01,5.194811E+02,2.119515E+03,2.696914E-02,1.872744E-01,3.272494E+02,1.240192E+03,1.698936E-02,1.095799E-01
07:50:00,1.673794E+02,2.594710E+03,8.689457E-03,2.292491E-01,5.369833E+02,2.046172E+03,2.787778E-02,1.807901E-01,3.276824E+02,2.142960E+03,1.701183E-02,1.893455E-01,5.157684E+02,2.125042E+03,2.677639E-02,1.877588E-01,3.247745E+02,1.251482E+03,1.686086E-02,1.105753E-01
08:00:00,1.673793E+02,2.604192E+03,8.689454E-03,2.300853E-01,5.332726E+02,2.069123E+03,2.768512E-02,1.828155E-01,3.252086E+02,2.244801E+03,1.688340E-02,1.983402E-01,5.120574E+02,2.134309E+03,2.658372E-02,1.885750E-01,3.223007E+02,1.264540E+03,1.673243E-02,1.117275E-01
08:10:00,1.673793E+02,2.614331E+03,8.689452E-03,2.309800E-01,5.332829E+02,2.101135E+03,2.768565E-02,1.856421E-01,3.252155E+02,2.345338E+03,1.688374E-02,2.072202E-01,5.120674E+02,2.151602E+03,2.658423E-02,1.901010E-01,3.223075E+02,1.281910E+03,1.673277E-02,1.132611E-01
08:20:00,1.673793E+02,2.625115E+03,8.689452E-03,2.319320E-01,5.332912E+02,2.135176E+03,2.768607E-02,1.886485E-01,3.252208E+02,2.439264E+03,1.688402E-02,2.155167E-01,5.120751E+02,2.172983E+03,2.658462E-02,1.919887E-01,3.223128E+02,1.300278E+03,1.673304E-02,1.148831E-01
08:30:00,1.673793E+02,2.636744E+03,8.689454E-03,2.329591E-01,5.333013E+02,2.170970E+03,2.768658E-02,1.918103E-01,3.252275E+02,2.526355E+03,1.688435E-02,2.232100E-01,5.120848E+02,2.199523E+03,2.658511E-02,1.943328E-01,3.223194E+02,1.319769E+03,1.673338E-02,1.166047E-01
08:40:00,1.673794E+02,2.649297E+03,8.689458E-03,2.340679E-01,5.333107E+02,2.208320E+03,2.768706E-02,1.951096E-01,3.252337E+02,2.606207E+03,1.688467E-02,2.302640E-01,5.120938E+02,2.231016E+03,2.658557E-02,1.971146E-01,3.223256E+02,1.338685E+03,1.673369E-02,1.182757E-01
