Time,CORE_ZN ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4 ZN:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4 ZN:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:10:00,3.816236E+02,2.704885E+03,1.295419E-02,2.385219E-01,1.268566E+03,2.274537E+03,4.306107E-02,2.005885E-01,7.880637E+02,1.389588E+03,2.675054E-02,1.225467E-01,1.192159E+03,2.271030E+03,4.046746E-02,2.002791E-01,7.918198E+02,1.478373E+03,2.687804E-02,1.303760E-01
00:20:00,3.816239E+02,2.699072E+03,1.295420E-02,2.380093E-01,1.268569E+03,2.262709E+03,4.306115E-02,1.995455E-01,7.880651E+02,1.381709E+03,2.675059E-02,1.218519E-01,1.192162E+03,2.258333E+03,4.046754E-02,1.991595E-01,7.918212E+02,1.466117E+03,2.687809E-02,1.292953E-01
00:30:00,3.816242E+02,2.693459E+03,1.295421E-02,2.375144E-01,1.268571E+03,2.251242E+03,4.306122E-02,1.985343E-01,7.880663E+02,1.374073E+03,2.675063E-02,1.211785E-01,1.192164E+03,2.246077E+03,4.046761E-02,1.980787E-01,7.918224E+02,1.454380E+03,2.687813E-02,1.282602E-01
00:40:00,3.816245E+02,2.688030E+03,1.295422E-02,2.370357E-01,1.268573E+03,2.240115E+03,4.306128E-02,1.975531E-01,7.880676E+02,1.366666E+03,2.675067E-02,1.205253E-01,1.192166E+03,2.234236E+03,4.046768E-02,1.970345E-01,7.918237E+02,1.443125E+03,2.687817E-02,1.272677E-01
00:50:00,3.816248E+02,2.682773E+03,1.295423E-02,2.365722E-01,1.268575E+03,2.229313E+03,4.306134E-02,1.966004E-01,7.880687E+02,1.359477E+03,2.675071E-02,1.198913E-01,1.192168E+03,2.222787E+03,4.046774E-02,1.960249E-01,7.918248E+02,1.432318E+03,2.687821E-02,1.263147E-01
01:00:00,3.816251E+02,2.677674E+03,1.295424E-02,2.361226E-01,1.268576E+03,2.218818E+03,4.306140E-02,1.956750E-01,7.880698E+02,1.352496E+03,2.675075E-02,1.192757E-01,1.192169E+03,2.211711E+03,4.046780E-02,1.950481E-01,7.918259E+02,1.421930E+03,2.687825E-02,1.253986E-01
01:10:00,3.816254E+02,2.672723E+03,1.295425E-02,2.356860E-01,1.268578E+03,2.208683E+03,4.306145E-02,1.947812E-01,7.880708E+02,1.345752E+03,2.675078E-02,1.186810E-01,1.192171E+03,2.201044E+03,4.046786E-02,1.941075E-01,7.918269E+02,1.411975E+03,2.687828E-02,1.245207E-01
01:20:00,3.816257E+02,2.667911E+03,1.295426E-02,2.352617E-01,1.268579E+03,2.198896E+03,4.306151E-02,1.939182E-01,7.880717E+02,1.339238E+03,2.675081E-02,1.181066E-01,1.192173E+03,2.190770E+03,4.046791E-02,1.932015E-01,7.918278E+02,1.402428E+03,2.687831E-02,1.236789E-01
01:30:00,3.816259E+02,2.663231E+03,1.295427E-02,2.348490E-01,1.268581E+03,2.189450E+03,4.306155E-02,1.930852E-01,7.880726E+02,1.332949E+03,2.675084E-02,1.175519E-01,1.192174E+03,2.180878E+03,4.046796E-02,1.923292E-01,7.918287E+02,1.393273E+03,2.687834E-02,1.228715E-01
01:40:00,3.816262E+02,2.658676E+03,1.295428E-02,2.344473E-01,1.268582E+03,2.180338E+03,4.306160E-02,1.922817E-01,7.880735E+02,1.326879E+03,2.675087E-02,1.170167E-01,1.192176E+03,2.171355E+03,4.046801E-02,1.914895E-01,7.918296E+02,1.384492E+03,2.687837E-02,1.220972E-01
01:50:00,3.816264E+02,2.654242E+03,1.295429E-02,2.340564E-01,1.268584E+03,2.171556E+03,4.306164E-02,1.915072E-01,7.880743E+02,1.321025E+03,2.675090E-02,1.165005E-01,1.192177E+03,2.162194E+03,4.046805E-02,1.906816E-01,7.918304E+02,1.376071E+03,2.687840E-02,1.213546E-01
02:00:00,3.816266E+02,2.649925E+03,1.295429E-02,2.336757E-01,1.268585E+03,2.163099E+03,4.306168E-02,1.907614E-01,7.880750E+02,1.315385E+03,2.675092E-02,1.160031E-01,1.192178E+03,2.153386E+03,4.046809E-02,1.899049E-01,7.918311E+02,1.367997E+03,2.687842E-02,1.206426E-01
02:10:00,3.816269E+02,2.645722E+03,1.295430E-02,2.333051E-01,1.268586E+03,2.154897E+03,4.306172E-02,1.900382E-01,7.880757E+02,1.309915E+03,2.675095E-02,1.155208E-01,1.192179E+03,2.144866E+03,4.046813E-02,1.891535E-01,7.918318E+02,1.360219E+03,2.687844E-02,1.199567E-01
02:20:00,3.816271E+02,2.641629E+03,1.295431E-02,2.329442E-01,1.268587E+03,2.146947E+03,4.306176E-02,1.893371E-01,7.880764E+02,1.304613E+03,2.675097E-02,1.150532E-01,1.192181E+03,2.136627E+03,4.046817E-02,1.884270E-01,7.918325E+02,1.352725E+03,2.687847E-02,1.192959E-01
02:30:00,3.816273E+02,2.637643E+03,1.295432E-02,2.325927E-01,1.268588E+03,2.139243E+03,4.306179E-02,1.886577E-01,7.880771E+02,1.299475E+03,2.675099E-02,1.146001E-01,1.192182E+03,2.128661E+03,4.046821E-02,1.877245E-01,7.918331E+02,1.345506E+03,2.687849E-02,1.186592E-01
02:40:00,3.816275E+02,2.633761E+03,1.295432E-02,2.322504E-01,1.268589E+03,2.131780E+03,4.306183E-02,1.879996E-01,7.880777E+02,1.294499E+03,2.675101E-02,1.141613E-01,1.192183E+03,2.120960E+03,4.046824E-02,1.870454E-01,7.918337E+02,1.338549E+03,2.687851E-02,1.180458E-01
02:50:00,3.816277E+02,2.629979E+03,1.295433E-02,2.319169E-01,1.268590E+03,2.124554E+03,4.306186E-02,1.873625E-01,7.880782E+02,1.289680E+03,2.675103E-02,1.137363E-01,1.192184E+03,2.113519E+03,4.046827E-02,1.863892E-01,7.918343E+02,1.331847E+03,2.687853E-02,1.174547E-01
03:00:00,3.816279E+02,2.626297E+03,1.295434E-02,2.315922E-01,1.268591E+03,2.117563E+03,4.306189E-02,1.867459E-01,7.880788E+02,1.285017E+03,2.675105E-02,1.133251E-01,1.192185E+03,2.106331E+03,4.046830E-02,1.857554E-01,7.918348E+02,1.325389E+03,2.687855E-02,1.168853E-01
03:10:00,3.816281E+02,2.622711E+03,1.295434E-02,2.312760E-01,1.268592E+03,2.110736E+03,4.306192E-02,1.861439E-01,7.880793E+02,1.280467E+03,2.675107E-02,1.129239E-01,1.192185E+03,2.099334E+03,4.046833E-02,1.851383E-01,7.918354E+02,1.319131E+03,2.687856E-02,1.163334E-01
03:20:00,3.816282E+02,2.619217E+03,1.295435E-02,2.309679E-01,1.268593E+03,2.104068E+03,4.306194E-02,1.855558E-01,7.880798E+02,1.276027E+03,2.675108E-02,1.125323E-01,1.192186E+03,2.092519E+03,4.046836E-02,1.845374E-01,7.918358E+02,1.313061E+03,2.687858E-02,1.157982E-01
03:30:00,3.816284E+02,2.615812E+03,1.295435E-02,2.306677E-01,1.268593E+03,2.097550E+03,4.306197E-02,1.849811E-01,7.880803E+02,1.271691E+03,2.675110E-02,1.121500E-01,1.192187E+03,2.085878E+03,4.046839E-02,1.839518E-01,7.918363E+02,1.307172E+03,2.687860E-02,1.152788E-01
03:40:00,3.816286E+02,2.612491E+03,1.295436E-02,2.303749E-01,1.268594E+03,2.091177E+03,4.306199E-02,1.844191E-01,7.880807E+02,1.267456E+03,2.675111E-02,1.117765E-01,1.192188E+03,2.079404E+03,4.046841E-02,1.833808E-01,7.918368E+02,1.301452E+03,2.687861E-02,1.147744E-01
03:50:00,3.816287E+02,2.609252E+03,1.295437E-02,2.300893E-01,1.268595E+03,2.084941E+03,4.306202E-02,1.838692E-01,7.880811E+02,1.263316E+03,2.675113E-02,1.114114E-01,1.192189E+03,2.073087E+03,4.046844E-02,1.828238E-01,7.918372E+02,1.295895E+03,2.687862E-02,1.142844E-01
04:00:00,3.816289E+02,2.606089E+03,1.295437E-02,2.298103E-01,1.268595E+03,2.078834E+03,4.306204E-02,1.833306E-01,7.880815E+02,1.259266E+03,2.675114E-02,1.110543E-01,1.192189E+03,2.066918E+03,4.046846E-02,1.822798E-01,7.918376E+02,1.290490E+03,2.687864E-02,1.138077E-01
04:10:00,3.816290E+02,2.602998E+03,1.295438E-02,2.295378E-01,1.268596E+03,2.072916E+03,4.306206E-02,1.828088E-01,7.880819E+02,1.255342E+03,2.675115E-02,1.107083E-01,1.192190E+03,2.060944E+03,4.046848E-02,1.817529E-01,7.918380E+02,1.285266E+03,2.687865E-02,1.133470E-01
04:20:00,3.816292E+02,2.599978E+03,1.295438E-02,2.292715E-01,1.268597E+03,2.067176E+03,4.306208E-02,1.823026E-01,7.880823E+02,1.251537E+03,2.675117E-02,1.103727E-01,1.192190E+03,2.055155E+03,4.046850E-02,1.812425E-01,7.918383E+02,1.280213E+03,2.687866E-02,1.129015E-01
04:30:00,3.816293E+02,2.597026E+03,1.295439E-02,2.290112E-01,1.268597E+03,2.061613E+03,4.306210E-02,1.818120E-01,7.880827E+02,1.247848E+03,2.675118E-02,1.100474E-01,1.192191E+03,2.049550E+03,4.046852E-02,1.807482E-01,7.918387E+02,1.275330E+03,2.687868E-02,1.124708E-01
04:40:00,3.816295E+02,2.594139E+03,1.295439E-02,2.287567E-01,1.268598E+03,2.056225E+03,4.306212E-02,1.813368E-01,7.880830E+02,1.244276E+03,2.675119E-02,1.097323E-01,1.192192E+03,2.044126E+03,4.046854E-02,1.802699E-01,7.918390E+02,1.270610E+03,2.687869E-02,1.120546E-01
04:50:00,3.816296E+02,2.591318E+03,1.295440E-02,2.285079E-01,1.268598E+03,2.051010E+03,4.306213E-02,1.808770E-01,7.880833E+02,1.240817E+03,2.675120E-02,1.094274E-01,1.192192E+03,2.038880E+03,4.046856E-02,1.798072E-01,7.918394E+02,1.266051E+03,2.687870E-02,1.116526E-01
05:00:00,3.816297E+02,2.588561E+03,1.295440E-02,2.282648E-01,1.268599E+03,2.045968E+03,4.306215E-02,1.804323E-01,7.880836E+02,1.237472E+03,2.675121E-02,1.091324E-01,1.192193E+03,2.033809E+03,4.046858E-02,1.793601E-01,7.918397E+02,1.261648E+03,2.687871E-02,1.112643E-01
05:10:00,3.816299E+02,2.585868E+03,1.295440E-02,2.280273E-01,1.268599E+03,2.041275E+03,4.306217E-02,1.800185E-01,7.880839E+02,1.234347E+03,2.675122E-02,1.088568E-01,1.192193E+03,2.029082E+03,4.046860E-02,1.789432E-01,7.918400E+02,1.257513E+03,2.687872E-02,1.108996E-01
05:20:00,3.816300E+02,2.583243E+03,1.295441E-02,2.277958E-01,1.268600E+03,2.036970E+03,4.306218E-02,1.796389E-01,7.880842E+02,1.231463E+03,2.675123E-02,1.086024E-01,1.192194E+03,2.024716E+03,4.046861E-02,1.785583E-01,7.918402E+02,1.253655E+03,2.687873E-02,1.105595E-01
05:30:00,3.816301E+02,2.580690E+03,1.295441E-02,2.275707E-01,1.268600E+03,2.033051E+03,4.306220E-02,1.792933E-01,7.880845E+02,1.228819E+03,2.675124E-02,1.083693E-01,1.192194E+03,2.020709E+03,4.046863E-02,1.782049E-01,7.918405E+02,1.250072E+03,2.687874E-02,1.102435E-01
05:40:00,3.816302E+02,2.578219E+03,1.295442E-02,2.273528E-01,1.268601E+03,2.029530E+03,4.306221E-02,1.789828E-01,7.880848E+02,1.226424E+03,2.675125E-02,1.081582E-01,1.192195E+03,2.017072E+03,4.046864E-02,1.778842E-01,7.918408E+02,1.246771E+03,2.687875E-02,1.099524E-01
05:50:00,3.816304E+02,2.575854E+03,1.295442E-02,2.271443E-01,1.268601E+03,2.026438E+03,4.306223E-02,1.787102E-01,7.880850E+02,1.224299E+03,2.675126E-02,1.079707E-01,1.192195E+03,2.013835E+03,4.046866E-02,1.775988E-01,7.918410E+02,1.243777E+03,2.687875E-02,1.096884E-01
06:00:00,3.816305E+02,2.573591E+03,1.295442E-02,2.269447E-01,1.268601E+03,2.023773E+03,4.306224E-02,1.784752E-01,7.880853E+02,1.222440E+03,2.675127E-02,1.078068E-01,1.192195E+03,2.010995E+03,4.046867E-02,1.773483E-01,7.918413E+02,1.241082E+03,2.687876E-02,1.094508E-01
06:10:00,3.816306E+02,2.571412E+03,1.295443E-02,2.267526E-01,1.268602E+03,2.023324E+03,4.306225E-02,1.784357E-01,7.880855E+02,1.224347E+03,2.675127E-02,1.079751E-01,1.192196E+03,2.011539E+03,4.046868E-02,1.773963E-01,7.918415E+02,1.239683E+03,2.687877E-02,1.093274E-01
06:20:00,3.816307E+02,2.569432E+03,1.295443E-02,2.265780E-01,1.268602E+03,2.025618E+03,4.306227E-02,1.786380E-01,7.880857E+02,1.239220E+03,2.675128E-02,1.092868E-01,1.192196E+03,2.020366E+03,4.046870E-02,1.781749E-01,7.918417E+02,1.239883E+03,2.687878E-02,1.093451E-01
06:30:00,3.816308E+02,2.567881E+03,1.295444E-02,2.264412E-01,1.268602E+03,2.031411E+03,4.306228E-02,1.791490E-01,7.880859E+02,1.273147E+03,2.675129E-02,1.122791E-01,1.192197E+03,2.042111E+03,4.046871E-02,1.800928E-01,7.918420E+02,1.242121E+03,2.687879E-02,1.095425E-01
06:40:00,3.816309E+02,2.566870E+03,1.295444E-02,2.263512E-01,1.268603E+03,2.040795E+03,4.306229E-02,1.799755E-01,7.880862E+02,1.319575E+03,2.675130E-02,1.163733E-01,1.192197E+03,2.070059E+03,4.046872E-02,1.825566E-01,7.918422E+02,1.246429E+03,2.687879E-02,1.099218E-01
06:50:00,3.816310E+02,2.566799E+03,1.295444E-02,2.263432E-01,1.268603E+03,2.052185E+03,4.306230E-02,1.809777E-01,7.880864E+02,1.386406E+03,2.675130E-02,1.222659E-01,1.192197E+03,2.108915E+03,4.046873E-02,1.859811E-01,7.918424E+02,1.251859E+03,2.687880E-02,1.103993E-01
